EDINETコードリスト
EDINETコード,提出者種別,上場区分,連結の有無,資本金,決算日,提出者名,提出者名（英字）,提出者名（ヨミ）,所在地,提出者業種,証券コード,提出者法人番号
E02144,内国法人・組合,上場,あり,635402000000,3月,トヨタ自動車株式会社,TOYOTA MOTOR CORPORATION,トヨタジドウシャ,愛知県豊田市トヨタ町１番地,輸送用機器,72030,1180301018771
